idstatefrom,idaction,idstateto,idoutcome,probability,reward
0,1,0,74,0.35119428147318466,0
0,1,0,75,0.37994892410717807,0
0,1,0,76,0.6039303715905835,0
0,1,0,77,0.3960555838219615,0
0,1,0,78,0.30004706642819334,0
0,1,0,79,0.564675448801841,0
0,1,0,80,0.6459845497254697,0
0,1,0,81,0.3326683456516535,0
0,1,0,82,0.46020829866176227,0
0,1,0,83,0.2795845267620131,0
0,1,0,84,0.5950818100940869,0
0,1,0,85,0.396290068744382,0
0,1,0,86,0.2959765587751433,0
0,1,0,87,0.27638299442322894,0
0,1,0,88,0.32394503803158864,0
0,1,0,89,0.2867923318918918,0
0,1,0,90,0.6066549059482691,0
0,1,0,91,0.2704678282985489,0
0,1,0,92,0.24763596663066612,0
0,1,0,93,0.45978511336635475,0
0,1,0,94,0.5925630412766414,0
0,1,0,95,0.5196213483449093,0
0,1,0,96,0.6942375770973287,0
0,1,0,97,0.2329859804995204,0
0,1,0,98,0.5685168892505486,0
0,1,0,99,0.330612610799668,0
0,1,1,0,0.578342634405131,0
0,1,1,1,0.8562467903118056,0
0,1,1,2,0.6259063702617937,0
0,1,1,3,0.963272141747369,0
0,1,1,4,0.7961164342814084,0
0,1,1,5,0.7225879121528542,0
0,1,1,6,0.49276434659971835,0
0,1,1,7,0.9233353345934978,0
0,1,1,8,0.6275393748105191,0
0,1,1,9,0.5646926065753958,0
0,1,1,10,0.31433056084925676,0
0,1,1,11,0.6818483638379523,0
0,1,1,12,0.5037337397255652,0
0,1,1,13,0.6875331649438983,0
0,1,1,14,0.5729501486136823,0
0,1,1,15,0.3819509524616956,0
0,1,1,16,0.4283303076997725,0
0,1,1,17,0.72269077137626,0
0,1,1,18,0.8112277960548763,0
0,1,1,19,0.48564942067938055,0
0,1,1,20,0.5172683167654912,0
0,1,1,21,0.8532784705610501,0
0,1,1,22,0.7747906951058203,0
0,1,1,23,0.6348472587939926,0
0,1,1,24,0.6799990995577339,0
0,1,1,25,0.8705547502772594,0
0,1,1,26,0.6678202544236452,0
0,1,1,27,0.7287799907007305,0
0,1,1,28,0.6103744692575118,0
0,1,1,29,0.6905569953131616,0
0,1,1,30,0.7636876815802216,0
0,1,1,31,0.8496688964827013,0
0,1,1,32,0.8376050962234913,0
0,1,1,33,0.6411727446378742,0
0,1,1,34,0.3110423043675858,0
0,1,1,35,0.40951021040318925,0
0,1,1,36,0.47547065616940165,0
0,1,1,37,0.5089207104158051,0
0,1,1,38,0.27905981778522315,0
0,1,1,39,0.5433385428324823,0
0,1,1,40,0.7414033045417946,0
0,1,1,41,0.24316275160523493,0
0,1,1,42,0.38372816642541313,0
0,1,1,43,0.3570338513894474,0
0,1,1,44,0.678398883195733,0
0,1,1,45,0.6247177761467931,0
0,1,1,46,0.6924844809354181,0
0,1,1,47,0.46307088510079986,0
0,1,1,48,0.4203500086921922,0
0,1,1,49,0.6319657015712619,0
0,1,1,50,0.7186323794545303,0
0,1,1,51,0.5038361304886477,0
0,1,1,52,0.8411760225607047,0
0,1,1,53,0.5675286051721883,0
0,1,1,54,0.6151914450800409,0
0,1,1,55,0.5322566764538628,0
0,1,1,56,0.6999814422818276,0
0,1,1,57,0.7826714283749243,0
0,1,1,58,0.6793765096800405,0
0,1,1,59,0.6572107595769415,0
0,1,1,60,0.7829191294624844,0
0,1,1,61,0.689408801515038,0
0,1,1,62,0.513683736746103,0
0,1,1,63,0.690044060379112,0
0,1,1,64,0.37926114425552726,0
0,1,1,65,0.3901433340895728,0
0,1,1,66,0.7039765007679414,0
0,1,1,67,0.7357626000604776,0
0,1,1,68,0.7010950631977959,0
0,1,1,69,0.7486504283119133,0
0,1,1,70,0.841957194582646,0
0,1,1,71,0.3290315696660945,0
0,1,1,72,0.6043346435169198,0
0,1,1,73,0.5612147788643687,0
0,1,1,74,0.6488057185268153,0
0,1,1,75,0.6200510758928218,0
0,1,1,76,0.39606962840941645,0
0,1,1,77,0.6039444161780384,0
0,1,1,78,0.6999529335718067,0
0,1,1,79,0.4353245511981591,0
0,1,1,80,0.3540154502745303,0
0,1,1,81,0.6673316543483465,0
0,1,1,82,0.5397917013382377,0
0,1,1,83,0.7204154732379868,0
0,1,1,84,0.4049181899059131,0
0,1,1,85,0.6037099312556181,0
0,1,1,86,0.7040234412248567,0
0,1,1,87,0.7236170055767711,0
0,1,1,88,0.6760549619684114,0
0,1,1,89,0.7132076681081082,0
0,1,1,90,0.393345094051731,0
0,1,1,91,0.729532171701451,0
0,1,1,92,0.7523640333693339,0
0,1,1,93,0.5402148866336454,0
0,1,1,94,0.4074369587233585,0
0,1,1,95,0.48037865165509086,0
0,1,1,96,0.30576242290267125,0
0,1,1,97,0.7670140195004796,0
0,1,1,98,0.4314831107494515,0
0,1,1,99,0.669387389200332,0
1,0,0,0,1,5
1,0,0,1,1,5
1,0,0,2,1,5
1,0,0,3,1,5
1,0,0,4,1,5
1,0,0,5,1,5
1,0,0,6,1,5
1,0,0,7,1,5
1,0,0,8,1,5
1,0,0,9,1,5
1,0,0,10,1,5
1,0,0,11,1,5
1,0,0,12,1,5
1,0,0,13,1,5
1,0,0,14,1,5
1,0,0,15,1,5
1,0,0,16,1,5
1,0,0,17,1,5
1,0,0,18,1,5
1,0,0,19,1,5
1,0,0,20,1,5
1,0,0,21,1,5
1,0,0,22,1,5
1,0,0,23,1,5
1,0,0,24,1,5
1,0,0,25,1,5
1,0,0,26,1,5
1,0,0,27,1,5
1,0,0,28,1,5
1,0,0,29,1,5
1,0,0,30,1,5
1,0,0,31,1,5
1,0,0,32,1,5
1,0,0,33,1,5
1,0,0,34,1,5
1,0,0,35,1,5
1,0,0,36,1,5
1,0,0,37,1,5
1,0,0,38,1,5
1,0,0,39,1,5
1,0,0,40,1,5
1,0,0,41,1,5
1,0,0,42,1,5
1,0,0,43,1,5
1,0,0,44,1,5
1,0,0,45,1,5
1,0,0,46,1,5
1,0,0,47,1,5
1,0,0,48,1,5
1,0,0,49,1,5
1,0,0,50,1,5
1,0,0,51,1,5
1,0,0,52,1,5
1,0,0,53,1,5
1,0,0,54,1,5
1,0,0,55,1,5
1,0,0,56,1,5
1,0,0,57,1,5
1,0,0,58,1,5
1,0,0,59,1,5
1,0,0,60,1,5
1,0,0,61,1,5
1,0,0,62,1,5
1,0,0,63,1,5
1,0,0,64,1,5
1,0,0,65,1,5
1,0,0,66,1,5
1,0,0,67,1,5
1,0,0,68,1,5
1,0,0,69,1,5
1,0,0,70,1,5
1,0,0,71,1,5
1,0,0,72,1,5
1,0,0,73,1,5
1,0,0,74,1,5
1,0,0,75,1,5
1,0,0,76,1,5
1,0,0,77,1,5
1,0,0,78,1,5
1,0,0,79,1,5
1,0,0,80,1,5
1,0,0,81,1,5
1,0,0,82,1,5
1,0,0,83,1,5
1,0,0,84,1,5
1,0,0,85,1,5
1,0,0,86,1,5
1,0,0,87,1,5
1,0,0,88,1,5
1,0,0,89,1,5
1,0,0,90,1,5
1,0,0,91,1,5
1,0,0,92,1,5
1,0,0,93,1,5
1,0,0,94,1,5
1,0,0,95,1,5
1,0,0,96,1,5
1,0,0,97,1,5
1,0,0,98,1,5
1,0,0,99,1,5
1,1,0,0,0.13702897677270842,0
1,1,0,1,0.062128712685999045,0
1,1,0,2,0.16338687314911501,0
1,1,0,3,0.008845046193583858,0
1,1,0,4,0.04348938725746925,0
1,1,0,5,0.03130106850595385,0
1,1,0,6,0.4330822313003017,0
1,1,0,7,0.05762421489450092,0
1,1,0,8,0.10359777985366359,0
1,1,0,9,0.14885115493315518,0
1,1,0,10,0.35919949136507984,0
1,1,0,11,0.013745035608272754,0
1,1,0,12,0.2952884866818282,0
1,1,0,13,0.062311529156533194,0
1,1,0,14,0.04500915913932361,0
1,1,0,15,0.06797785898225048,0
1,1,0,16,0.10597549676601375,0
1,1,0,17,0.011876629487416157,0
1,1,0,18,0.08439421436391574,0
1,1,0,19,0.00639520441945956,0
1,1,0,20,0.24727465555657652,0
1,1,0,21,0.11273228432162766,0
1,1,0,22,0.019583607809294253,0
1,1,0,23,0.15410156618273796,0
1,1,0,24,0.08074514665182601,0
1,1,0,25,0.0225703562673067,0
1,1,0,26,0.034680452610357855,0
1,1,0,27,0.15246373537505675,0
1,1,0,28,0.01758098858161179,0
1,1,0,29,0.031155696407783817,0
1,1,0,30,0.1291998726966508,0
1,1,0,31,0.12305969656032037,0
1,1,0,32,0.009203290014483282,0
1,1,0,33,0.039125559373521857,0
1,1,0,34,0.41271734242884833,0
1,1,0,35,0.3921242607679603,0
1,1,0,36,0.18970119585506967,0
1,1,0,37,0.25010392774873963,0
1,1,0,38,0.596683964084294,0
1,1,0,39,0.15265067937331653,0
1,1,0,40,0.1786391784633191,0
1,1,0,41,0.1262733319788241,0
1,1,0,42,0.0408144427403299,0
1,1,0,43,0.0774800342163842,0
1,1,0,44,0.07755984630204006,0
1,1,0,45,0.17474946833724028,0
1,1,0,46,0.05599988588304713,0
1,1,0,47,0.13748026473064595,0
1,1,0,48,0.006197999676111835,0
1,1,0,49,0.044616191025025925,0
1,1,0,50,0.051361564791937334,0
1,1,0,51,0.3508076866960153,0
1,1,0,52,0.007756352847319261,0
1,1,0,53,0.027256919165868976,0
1,1,0,54,0.0533187920051103,0
1,1,0,55,0.035053000130256196,0
1,1,0,56,0.06464791317510032,0
1,1,0,57,0.0951733256725692,0
1,1,0,58,0.13141728032187866,0
1,1,0,59,0.05247814060446665,0
1,1,0,60,0.017729670307937807,0
1,1,0,61,0.026803622286794327,0
1,1,0,62,0.3211622666453102,0
1,1,0,63,0.07896040452480396,0
1,1,0,64,0.15268790611728228,0
1,1,0,65,0.2105245900767993,0
1,1,0,66,0.03096188941007087,0
1,1,0,67,0.13361722960480676,0
1,1,0,68,0.004924928348838657,0
1,1,0,69,0.1421761257879372,0
1,1,0,70,0.018872770548252264,0
1,1,0,71,0.18951775449522187,0
1,1,0,72,0.07602694613142796,0
1,1,0,73,0.2368436572427486,0
1,1,0,74,0.10746286758630029,0
1,1,0,75,0.03469208813324015,0
1,1,0,76,0.04771929502591881,0
1,1,0,77,0.051018007902366797,0
1,1,0,78,0.025522413971790867,0
1,1,0,79,0.4720511926211353,0
1,1,0,80,0.15592901833754028,0
1,1,0,81,0.10017920325449878,0
1,1,0,82,0.16238410801864214,0
1,1,0,83,0.06805089551993333,0
1,1,0,84,0.2646636820295594,0
1,1,0,85,0.11736435131109023,0
1,1,0,86,0.16582602779528968,0
1,1,0,87,0.08493934908891722,0
1,1,0,88,0.04556271965057329,0
1,1,0,89,0.007223724735676858,0
1,1,0,90,0.44584536470013103,0
1,1,0,91,0.1284973240167491,0
1,1,0,92,0.0188739180079922,0
1,1,0,93,0.26380493947962824,0
1,1,0,94,0.2295841830961287,0
1,1,0,95,0.11178256760788724,0
1,1,0,96,0.5290914308302583,0
1,1,0,97,0.14142066558259186,0
1,1,0,98,0.27465532112142094,0
1,1,0,99,0.043247783621554965,0
1,1,1,0,0.28462838882216057,0
1,1,1,1,0.08162449700219539,0
1,1,1,2,0.21070675658909127,0
1,1,1,3,0.02788281205904709,0
1,1,1,4,0.16039417846112242,0
1,1,1,5,0.24611101934119192,0
1,1,1,6,0.07415342209997995,0
1,1,1,7,0.019040450512001376,0
1,1,1,8,0.2688628453358173,0
1,1,1,9,0.2864562384914491,0
1,1,1,10,0.32646994778566335,0
1,1,1,11,0.30440660055377494,0
1,1,1,12,0.20097777359260666,0
1,1,1,13,0.25015530589956847,0
1,1,1,14,0.38204069224699416,0
1,1,1,15,0.5500711885560539,0
1,1,1,16,0.4656941955342137,0
1,1,1,17,0.26543259913632383,0
1,1,1,18,0.10437798958120797,0
1,1,1,19,0.5079553749011599,0
1,1,1,20,0.23545702767793214,0
1,1,1,21,0.03398924511732232,0
1,1,1,22,0.2056256970848855,0
1,1,1,23,0.21105117502326937,0
1,1,1,24,0.2392557537904401,0
1,1,1,25,0.10687489345543401,0
1,1,1,26,0.2974992929659969,0
1,1,1,27,0.11875627392421281,0
1,1,1,28,0.3720445421608765,0
1,1,1,29,0.2782873082790546,0
1,1,1,30,0.10711244572312759,0
1,1,1,31,0.02727140695697842,0
1,1,1,32,0.1531916137620254,0
1,1,1,33,0.3197016959886039,0
1,1,1,34,0.2762403532035659,0
1,1,1,35,0.1983655288288505,0
1,1,1,36,0.33482814797552884,0
1,1,1,37,0.24097536183545512,0
1,1,1,38,0.12425621813048274,0
1,1,1,39,0.3040107777942013,0
1,1,1,40,0.0799575169948863,0
1,1,1,41,0.630563916415941,0
1,1,1,42,0.5754573908342571,0
1,1,1,43,0.5654861143941685,0
1,1,1,44,0.24404127050222696,0
1,1,1,45,0.20053275551596655,0
1,1,1,46,0.2515156331815347,0
1,1,1,47,0.3994488501685542,0
1,1,1,48,0.573451991631696,0
1,1,1,49,0.32341810740371224,0
1,1,1,50,0.23000605575353236,0
1,1,1,51,0.1453561828153368,0
1,1,1,52,0.15106762459197606,0
1,1,1,53,0.40521447566194274,0
1,1,1,54,0.33148976291484894,0
1,1,1,55,0.432690323415881,0
1,1,1,56,0.2353706445430721,0
1,1,1,57,0.12215524595250653,0
1,1,1,58,0.18920620999808077,0
1,1,1,59,0.29031109981859177,0
1,1,1,60,0.1993512002295778,0
1,1,1,61,0.2837875761981676,0
1,1,1,62,0.16515399660858682,0
1,1,1,63,0.23099553509608411,0
1,1,1,64,0.4680509496271905,0
1,1,1,65,0.399332075833628,0
1,1,1,66,0.26506160982198773,0
1,1,1,67,0.13062017033471565,0
1,1,1,68,0.2939800084533653,0
1,1,1,69,0.10917344590014944,0
1,1,1,70,0.1391700348691018,0
1,1,1,71,0.4814506758386836,0
1,1,1,72,0.3196384103516523,0
1,1,1,73,0.20194156389288284,0
1,1,1,74,0.24373141388688435,0
1,1,1,75,0.3452568359739379,0
1,1,1,76,0.5562110765646647,0
1,1,1,77,0.3450375759195947,0
1,1,1,78,0.27452465245640245,0
1,1,1,79,0.09262425618070565,0
1,1,1,80,0.4900555313879294,0
1,1,1,81,0.23248914239715474,0
1,1,1,82,0.2978241906431201,0
1,1,1,83,0.2115336312420798,0
1,1,1,84,0.3304181280645274,0
1,1,1,85,0.27892571743329175,0
1,1,1,86,0.1301505309798536,0
1,1,1,87,0.1914436453343117,0
1,1,1,88,0.27838231838101535,0
1,1,1,89,0.27956860715621495,0
1,1,1,90,0.1608095412481381,0
1,1,1,91,0.14197050428179978,0
1,1,1,92,0.2287620486226739,0
1,1,1,93,0.19598017388672653,0
1,1,1,94,0.36297885818051273,0
1,1,1,95,0.407838780737022,0
1,1,1,96,0.16514614626707033,0
1,1,1,97,0.09156531491692856,0
1,1,1,98,0.29386156812912756,0
1,1,1,99,0.28736482717811307,0
1,1,2,0,0.578342634405131,0
1,1,2,1,0.8562467903118056,0
1,1,2,2,0.6259063702617937,0
1,1,2,3,0.963272141747369,0
1,1,2,4,0.7961164342814084,0
1,1,2,5,0.7225879121528542,0
1,1,2,6,0.49276434659971835,0
1,1,2,7,0.9233353345934978,0
1,1,2,8,0.6275393748105191,0
1,1,2,9,0.5646926065753958,0
1,1,2,10,0.31433056084925676,0
1,1,2,11,0.6818483638379523,0
1,1,2,12,0.5037337397255652,0
1,1,2,13,0.6875331649438983,0
1,1,2,14,0.5729501486136823,0
1,1,2,15,0.3819509524616956,0
1,1,2,16,0.4283303076997725,0
1,1,2,17,0.72269077137626,0
1,1,2,18,0.8112277960548763,0
1,1,2,19,0.48564942067938055,0
1,1,2,20,0.5172683167654912,0
1,1,2,21,0.8532784705610501,0
1,1,2,22,0.7747906951058203,0
1,1,2,23,0.6348472587939926,0
1,1,2,24,0.6799990995577339,0
1,1,2,25,0.8705547502772594,0
1,1,2,26,0.6678202544236452,0
1,1,2,27,0.7287799907007305,0
1,1,2,28,0.6103744692575118,0
1,1,2,29,0.6905569953131616,0
1,1,2,30,0.7636876815802216,0
1,1,2,31,0.8496688964827013,0
1,1,2,32,0.8376050962234913,0
1,1,2,33,0.6411727446378742,0
1,1,2,34,0.3110423043675858,0
1,1,2,35,0.40951021040318925,0
1,1,2,36,0.47547065616940165,0
1,1,2,37,0.5089207104158051,0
1,1,2,38,0.27905981778522315,0
1,1,2,39,0.5433385428324823,0
1,1,2,40,0.7414033045417946,0
1,1,2,41,0.24316275160523493,0
1,1,2,42,0.38372816642541313,0
1,1,2,43,0.3570338513894474,0
1,1,2,44,0.678398883195733,0
1,1,2,45,0.6247177761467931,0
1,1,2,46,0.6924844809354181,0
1,1,2,47,0.46307088510079986,0
1,1,2,48,0.4203500086921922,0
1,1,2,49,0.6319657015712619,0
1,1,2,50,0.7186323794545303,0
1,1,2,51,0.5038361304886477,0
1,1,2,52,0.8411760225607047,0
1,1,2,53,0.5675286051721883,0
1,1,2,54,0.6151914450800409,0
1,1,2,55,0.5322566764538628,0
1,1,2,56,0.6999814422818276,0
1,1,2,57,0.7826714283749243,0
1,1,2,58,0.6793765096800405,0
1,1,2,59,0.6572107595769415,0
1,1,2,60,0.7829191294624844,0
1,1,2,61,0.689408801515038,0
1,1,2,62,0.513683736746103,0
1,1,2,63,0.690044060379112,0
1,1,2,64,0.37926114425552726,0
1,1,2,65,0.3901433340895728,0
1,1,2,66,0.7039765007679414,0
1,1,2,67,0.7357626000604776,0
1,1,2,68,0.7010950631977959,0
1,1,2,69,0.7486504283119133,0
1,1,2,70,0.841957194582646,0
1,1,2,71,0.3290315696660945,0
1,1,2,72,0.6043346435169198,0
1,1,2,73,0.5612147788643687,0
1,1,2,74,0.6488057185268153,0
1,1,2,75,0.6200510758928218,0
1,1,2,76,0.39606962840941645,0
1,1,2,77,0.6039444161780384,0
1,1,2,78,0.6999529335718067,0
1,1,2,79,0.4353245511981591,0
1,1,2,80,0.3540154502745303,0
1,1,2,81,0.6673316543483465,0
1,1,2,82,0.5397917013382377,0
1,1,2,83,0.7204154732379868,0
1,1,2,84,0.4049181899059131,0
1,1,2,85,0.6037099312556181,0
1,1,2,86,0.7040234412248567,0
1,1,2,87,0.7236170055767711,0
1,1,2,88,0.6760549619684114,0
1,1,2,89,0.7132076681081082,0
1,1,2,90,0.393345094051731,0
1,1,2,91,0.729532171701451,0
1,1,2,92,0.7523640333693339,0
1,1,2,93,0.5402148866336454,0
1,1,2,94,0.4074369587233585,0
1,1,2,95,0.48037865165509086,0
1,1,2,96,0.30576242290267125,0
1,1,2,97,0.7670140195004796,0
1,1,2,98,0.4314831107494515,0
1,1,2,99,0.669387389200332,0
2,0,1,0,1,5
2,0,1,1,1,5
2,0,1,2,1,5
2,0,1,3,1,5
2,0,1,4,1,5
2,0,1,5,1,5
2,0,1,6,1,5
2,0,1,7,1,5
2,0,1,8,1,5
2,0,1,9,1,5
2,0,1,10,1,5
2,0,1,11,1,5
2,0,1,12,1,5
2,0,1,13,1,5
2,0,1,14,1,5
2,0,1,15,1,5
2,0,1,16,1,5
2,0,1,17,1,5
2,0,1,18,1,5
2,0,1,19,1,5
2,0,1,20,1,5
2,0,1,21,1,5
2,0,1,22,1,5
2,0,1,23,1,5
2,0,1,24,1,5
2,0,1,25,1,5
2,0,1,26,1,5
2,0,1,27,1,5
2,0,1,28,1,5
2,0,1,29,1,5
2,0,1,30,1,5
2,0,1,31,1,5
2,0,1,32,1,5
2,0,1,33,1,5
2,0,1,34,1,5
2,0,1,35,1,5
2,0,1,36,1,5
2,0,1,37,1,5
2,0,1,38,1,5
2,0,1,39,1,5
2,0,1,40,1,5
2,0,1,41,1,5
2,0,1,42,1,5
2,0,1,43,1,5
2,0,1,44,1,5
2,0,1,45,1,5
2,0,1,46,1,5
2,0,1,47,1,5
2,0,1,48,1,5
2,0,1,49,1,5
2,0,1,50,1,5
2,0,1,51,1,5
2,0,1,52,1,5
2,0,1,53,1,5
2,0,1,54,1,5
2,0,1,55,1,5
2,0,1,56,1,5
2,0,1,57,1,5
2,0,1,58,1,5
2,0,1,59,1,5
2,0,1,60,1,5
2,0,1,61,1,5
2,0,1,62,1,5
2,0,1,63,1,5
2,0,1,64,1,5
2,0,1,65,1,5
2,0,1,66,1,5
2,0,1,67,1,5
2,0,1,68,1,5
2,0,1,69,1,5
2,0,1,70,1,5
2,0,1,71,1,5
2,0,1,72,1,5
2,0,1,73,1,5
2,0,1,74,1,5
2,0,1,75,1,5
2,0,1,76,1,5
2,0,1,77,1,5
2,0,1,78,1,5
2,0,1,79,1,5
2,0,1,80,1,5
2,0,1,81,1,5
2,0,1,82,1,5
2,0,1,83,1,5
2,0,1,84,1,5
2,0,1,85,1,5
2,0,1,86,1,5
2,0,1,87,1,5
2,0,1,88,1,5
2,0,1,89,1,5
2,0,1,90,1,5
2,0,1,91,1,5
2,0,1,92,1,5
2,0,1,93,1,5
2,0,1,94,1,5
2,0,1,95,1,5
2,0,1,96,1,5
2,0,1,97,1,5
2,0,1,98,1,5
2,0,1,99,1,5
2,1,1,0,0.13702897677270842,0
2,1,1,1,0.062128712685999045,0
2,1,1,2,0.16338687314911501,0
2,1,1,3,0.008845046193583858,0
2,1,1,4,0.04348938725746925,0
2,1,1,5,0.03130106850595385,0
2,1,1,6,0.4330822313003017,0
2,1,1,7,0.05762421489450092,0
2,1,1,8,0.10359777985366359,0
2,1,1,9,0.14885115493315518,0
2,1,1,10,0.35919949136507984,0
2,1,1,11,0.013745035608272754,0
2,1,1,12,0.2952884866818282,0
2,1,1,13,0.062311529156533194,0
2,1,1,14,0.04500915913932361,0
2,1,1,15,0.06797785898225048,0
2,1,1,16,0.10597549676601375,0
2,1,1,17,0.011876629487416157,0
2,1,1,18,0.08439421436391574,0
2,1,1,19,0.00639520441945956,0
2,1,1,20,0.24727465555657652,0
2,1,1,21,0.11273228432162766,0
2,1,1,22,0.019583607809294253,0
2,1,1,23,0.15410156618273796,0
2,1,1,24,0.08074514665182601,0
2,1,1,25,0.0225703562673067,0
2,1,1,26,0.034680452610357855,0
2,1,1,27,0.15246373537505675,0
2,1,1,28,0.01758098858161179,0
2,1,1,29,0.031155696407783817,0
2,1,1,30,0.1291998726966508,0
2,1,1,31,0.12305969656032037,0
2,1,1,32,0.009203290014483282,0
2,1,1,33,0.039125559373521857,0
2,1,1,34,0.41271734242884833,0
2,1,1,35,0.3921242607679603,0
2,1,1,36,0.18970119585506967,0
2,1,1,37,0.25010392774873963,0
2,1,1,38,0.596683964084294,0
2,1,1,39,0.15265067937331653,0
2,1,1,40,0.1786391784633191,0
2,1,1,41,0.1262733319788241,0
2,1,1,42,0.0408144427403299,0
2,1,1,43,0.0774800342163842,0
2,1,1,44,0.07755984630204006,0
2,1,1,45,0.17474946833724028,0
